NETWORK ADMINISTRATION USING CISCO 2022,"A technician is setting up a new server that will be used for many different services. One of these services is an SSH server. However, to protect it from hacking, the technician changes the port it uses to port 443. Why might this be a bad idea?",Port 443 is commonly used for HTTPS traffic. This could disrupt other services running on the server.,Port 443 is out of the range of usable TCP/UDP ports.,SSH cannot run on port 443 as it can only operate on port 22.,"Manual port overrides can only be assigned to TCP/UDP ports greater than 10,000.",A
NETWORK ADMINISTRATION USING CISCO 2022,"A client describes that they have software that communicates with other computers running the same software. The software does have a setting to state what transport protocol is used in the transmission of data. For the client, it is important that the data is transmitted successfully and there is no data loss. If there are lost packets or errors in the transmission, corrective actions should be taken to ensure proper data delivery. What should the client choose for the transport protocol?",TCP,,,,A
NETWORK ADMINISTRATION USING CISCO 2022,"After setting an IP address on a switch, a technician is not able to ping or remote into it with a direct ethernet connection to the switch. What is most likely the issue?",The default gateway for the switch was set to the wrong IP address.,,,,A
NETWORK ADMINISTRATION USING CISCO 2022,"After working for hours configuring a Cisco switch, the technician left for the night. During the night, there was a short power outage. In the morning it was found that the switch had some but not all its configuration. What most likely happened?",The technician saved the configuration at some point during configuration but forgot to save the final running configuration.,,,,B
NETWORK ADMINISTRATION USING CISCO 2022,Review the following output. Corp-A-R1(conf)# What mode are you currently in?,Global configuration mode,Privileged exec mode,User exec mode,Interface sub-configuration mode,A
NETWORK ADMINISTRATION USING CISCO 2022,Which of the following is a layer-2 protocol?,Point-to-point protocol,IPX/SPX,HTTPS,Fiber optic,A
NETWORK ADMINISTRATION USING CISCO 2023,What is the purpose of LSA type 1 in OSPF?,It summarizes all networks within the OSPF area,It distributes the router ID and all connected networks of that router,It is used to redistribute routes from other routing protocols,It distributes the router ID,B
NETWORK ADMINISTRATION USING CISCO 2023,"For OSPF, where are LSA type 1 packets distributed?",Within all OSPF areas,Only to directly connected OSPF routers,Only to the Area Border Router,Within the OSPF area where the LSA packet originates,D
NETWORK ADMINISTRATION USING CISCO 2023,What is a role of the Area Border Router in OSPF?,It is the default gateway for the hosts in the OSPF area,It is always the Designated Router of the OSPF area,It always runs other routing protocols to translate them into the OSPF area,It distributes summarized routes of the area to other OSPF areas,D
NETWORK ADMINISTRATION USING CISCO 2023,Which of the following is required for an OSPF adjacency to form?,The interface must have the same MTU as the connected interface on the other router,The interface must be in the same IPv4 subnet as the connected interface on the other router,The interface must be in the same OSPF area as the interface of the other router,All of the other answers are correct.,D
NETWORK ADMINISTRATION USING CISCO 2023,What is a benefit of using VLANs,Connects segments of the network together,Enables the use of Access Control Lists,Separates traffic on the switch,Enabled the use of port security,C
NETWORK ADMINISTRATION USING CISCO 2023,Which command properly adds an access port to VLAN 20?,switch mode access,switchport mode access vlan 20,switchport access vlan 20,switchport vlan 20 access,C
NETWORK ADMINISTRATION USING CISCO 2023,"With VLANs, what is the purpose of a trunk port?",Allows one port to send/receive traffic for multiple VLANs,Allows one port to send/receive tags for OSPF communication,Allows one port to send/receive traffic for one VLAN,Allows one port to send/receive traffic for multiple OSPF areas,C
NETWORK ADMINISTRATION USING CISCO 2023,What commands set and enable an IP Address on a VLAN?,"ip address 192.168.10.1 255.255.255.0, enable","address 192.168.10.1, no shutdown","address 192.168.10.1, enable","ip address 192.168.10.1 255.255.255.0, no shutdown",D
NETWORK ADMINISTRATION USING CISCO 2023,Which of the following addresses is in the same IPv4 subnet as 172.48.50.70/22,172.48.51.30,172.48.47.250,172.48.53.25,172.48.42.128,A
NETWORK ADMINISTRATION USING CISCO 2023,Which of the following addresses is in the same IPv4 subnet as 192.168.52.135/27,192.168.52.126,192.168.52.155,192.168.52.10,192.168.52.166,B
NETWORK ADMINISTRATION USING CISCO 2023,What is the broadcast for the IP address 192.168.72.113/26,192.168.72.65,192.168.72.127,192.168.72.191,192.168.72.255,B
NETWORK ADMINISTRATION USING CISCO 2023,What subnet mask could be applied to 172.16.0.0/16 to minimally create 170 networks?,255.255.192.0,255.255.240.0,255.255.255.0,255.255.254.0,C
NETWORK ADMINISTRATION USING CISCO 2023,Which of the following addresses can be assigned to an end device?,192.168.10.64/25,192.168.10.192/27,192.168.10.96/28,192.168.10.127/29,A
NETWORK ADMINISTRATION USING CISCO 2023,What command enables IPv6 on Cisco devices?,no ipv6 disable,ipv6 enable,no ipb6 unicast-routing disable,ipv6 unicast-routing,D
NETWORK ADMINISTRATION USING CISCO 2023,Which is of the following is an IPv6 address?,FD01::075:0004::0005,32::0M,3CD:88:909:F00D:33333::256,::,D
NETWORK ADMINISTRATION USING CISCO 2023,What is the purpose of the Unique Local Address for IPv6?,It allows intra-network communications,It allows internet communications,It replaces the link-local address for local communications,"It is an IPv4 feature, not an IPv6 feature",B
NETWORK ADMINISTRATION USING CISCO 2023,Which of the following is an IPv6 Link-Local address?,FE80:554::840:B:128,FE80:554:840:B::128,FE80::554:840:B:128,FE80:554:840:B:128,C
NETWORK ADMINISTRATION USING CISCO 2023,What IPv6 address would routers use to send routing information between one another?,Unique Local Address,Global Unicast Address,Link-Local Address,Loopback Address,C
NETWORK ADMINISTRATION USING CISCO 2023,What is a reason to use Rapid Spanning-Tree over Spanning-Tree protocol?,RSPT will reconverge faster in the case of a network change,Port states transition from one to another faster,Ports send information about their roles,All of the other answers are correct,D
NETWORK ADMINISTRATION USING CISCO 2023,What command enables Rapid Per-VLAN Spanning-Tree protocol on a Cisco switch?,spanning-tree mode rapid-spanning-tree,spanning-tree mode rapid-pvst,spanning tree mode rapid-pvst,spanning tree mode rapid-spanning-tree,B
NETWORK ADMINISTRATION USING CISCO 2023,A host is not able to obtain an IP address when it is booted. It is determined that Spanningtree is the blocking the port before DHCP can give it an IP address. What is the best solution to eliminate the issue?,Enable PortFast on the interface the host is connected to on the switch,Disable spanning-tree on the port,Disable spanning-tree,Set the port state transition time for spanning-tree to be lower,A
NETWORK ADMINISTRATION USING CISCO 2023,The command 'show spanning-tree active' was ran on a switch and the following entry is found: 'Gi0/1 Desg FWD 4 128.25 P2p'. What can be determined from this output?,This switch connects to a downstream device,This switch port is being blocked on the downstream device,This switch is the root switch,This switch port is using fibre optic to connect to the other device,A
NETWORK ADMINISTRATION USING CISCO 2023,The command 'show spanning-tree active' was ran on a switch and the following entry is found: 'Gi0/2 Root FWD 4 128.26 P2p'. What can be determined from this output?,This switch is the root switch,This switch port is used to connect downstream,This switch has rapid spanning-tree enabled,This switch port is used to connect upstream toward the root switch,D
NETWORK ADMINISTRATION USING CISCO 2023,"A port on a switch is connected to a downstream switch. When a second hosts is connected to the downstream switch, after a moment, the port on the upstream switch becomes disabled. What is a cause of this?",Port security is enabled on the port and only one MAC address is allowed,Spanning-Tree protocol is blocking the port,User authentication has not been enabled on that port,The switch does not have enough power to allow the port to work,A
NETWORK ADMINISTRATION USING CISCO 2023,"When using port security, what is the purpose of the mode 'restrict'",It blocks traffic from unknown sources while also notating the event by sending a message,It blocks traffic from unknown sources,It shuts down the port when a discrepancy is found,It allows traffic from unknow sources but notates the event by sending a message,A
NETWORK ADMINISTRATION USING CISCO 2023,What is the command to enable the port security mode 'protect' on a port?,switchport port-security mode protect,switchport port-security violation protect,switchport port-security protect,switchport protect port-security,B
NETWORK ADMINISTRATION USING CISCO 2023,"After applying the port-security mode of shutdown on a port, it is not disabling itself when more than the allowed number of MAC addresses are found on it. Why is this the case?",The switch does not support the port-security feature,,"Port security applies to IP addresses, not MAC addressed",,B
NETWORK ADMINISTRATION USING CISCO 2023,"When running the command to see the status of port security on a port, it reports back that there have been 61 violations on it, but the port has not been disabled. What could be the cause of this?",Port security has not been enabled on the port,Port security only allows the display of violations. It does not affect the operations of the port,Port security has been enabled on the port and it is currently in restrict mode,Not enough violations have occurred to trigger the disabling of the port,C
NETWORK ADMINISTRATION USING CISCO 2023,Which entry below blocks source traffic specifically from hosts in the range 192.168.1.32 to 192.168.1.63?,access-list 101 deny ip 192.168.1.32 0.0.0.224 any,access-list 10 deny ip any 192.168.1.32 0.0.0.31,access-list 101 deny ip 192.168.1.32 0.0.0.31 any,access-list 10 deny ip 192.168.1.32 0.0.0.31 any,C
NETWORK ADMINISTRATION USING CISCO 2023,"The following two commands were entered for an extended access control list: 'access-list 101 deny ip 192.168.20.64 0.0.0.31 any'. However, after applying this to a port in an appropriate direction, it is found that all traffic is being allowed. What is the cause?",The wildcard mask was set incorrectly,The access control list was created with the wrong identifying number,,The general statement was made before the specific statement,D
NETWORK ADMINISTRATION USING CISCO 2023,Which entry below allows destination traffic specifically to hosts in the range 192.168.1.32 to 192.168.1.63?,access-list 101 permit ip any 192.168.1.32 0.0.0.224,access-list 101 permit ip any 192.168.1.32 0.0.0.31,access-list 10 permit ip 192.168.1.32 0.0.0.31 any,access-list 10 permit ip any 192.168.1.32 0.0.0.31,B
NETWORK ADMINISTRATION USING CISCO 2023,What entry below allows web traffic to the host 192.168.102.58?,access-list 101 permit tcp any 192.168.102.58 0.0.0.0 eq 80,access-list 101 permit tcp any 192.168.102.58 0.0.0.0 eq 85,access-list 101 permit tcp any 192.168.102.58 0.0.0.0 eq 90,access-list 101 permit tcp any 192.168.102.58 0.0.0.0 eq 95,A
NETWORK ADMINISTRATION USING CISCO 2023,What entry below allows SMTP traffic to the host 192.168.102.58?,access-list 101 permit tcp any 192.168.102.58 eq 21,access-list 101 permit tcp any 192.168.102.58 eq 25,access-list 101 permit tcp any 192.168.102.58 eq 80,access-list 101 permit tcp any 192.168.102.58 eq 110,B
NETWORK ADMINISTRATION USING CISCO 2023,What TCP port is used for DHCP?,Port 63,Port 53,DHCP does not use TCP,Port 67,C
NETWORK ADMINISTRATION USING CISCO 2023,What UDP port is used for DHCP?,Port 67,Port 63,Port 53,DHCP does not use UDP,A
NETWORK ADMINISTRATION USING CISCO 2023,What commands below creates a DHCP Pool and gives it the network 192.168.20.0/26?,ip dhcp new pool1; network 192.168.20.0 255.255.255.192,ip dhcp pool pool1; network 192.168.20.0 0.0.0.63,ip dhcp new pool1; network 192.168.20.0 0.0.0.192,ip dhcp pool pool1; network 192.168.20.0 255.255.255.192,D
NETWORK ADMINISTRATION USING CISCO 2023,"For DHCP server to operate on a Cisco router, the router must have an interface with an IP address that exists in the DHCP pool.",TRUE,FALSE,,,B
NETWORK ADMINISTRATION USING CISCO 2023,What commands are used to set a DHCP reservation range of 192.168.35.1 to 192.168.35.99?,ip dhcp excluded-address 192.168.35.1 192.168.35.99,ip dhcp pool LAN; ip dhcp excluded-address 192.168.35.1 192.168.35.99,ip dhcp reservation 192.168.35.1 192.168.35.99,ip dhcp pool LAN; ip dhcp reservation 192.168.35.1 192.168.35.99,A
NETWORK ADMINISTRATION USING CISCO 2023,What port is commonly used by Domain Name Service?,UDP 53,TCP 53,UDP 67,TCP 67,A
NETWORK ADMINISTRATION USING CISCO 2023,What best describes a Fully Qualified Domain Name?,An alpha numerical string with segments separated by periods that notate an object that belongs in a hierarchy,A common web address for large websites,The hostname of a system,A string with segments that are separated by periods that notates an object and how it relates to other objects in its immediate network,B
NETWORK ADMINISTRATION USING CISCO 2023,"For DNS, what is a reverse lookup?",It is used when an DNS name is looked up by an IP Address,It is used to identify an IP Address from a FQDN,It is used to identify the server that holds the IP Address/DNS name mapping,It is used to identify other DNS servers that hold the IP Address/DNS name mapping,D
NETWORK ADMINISTRATION USING CISCO 2023,What is the purpose of NTP?,It synchronizes clocks of networked devices,It ensures proper packet size is used throughout the network,It decentralizes DNS so that DNS attacks are mitigated,It allows DHCP to work in a timely manner,D
NETWORK ADMINISTRATION USING CISCO 2023,"For NTP, what stratum is considered higher authority?",Stratum 0,Stratum 1,Stratum 2,Stratum 3,A
NETWORK ADMINISTRATION USING CISCO 2023,What command below properly sets NTP to use the server 192.168.24.10 on a Cisco device?,ntp server 192.168.24.10,ntp 192.168.24.10,set ntp 192.168.24.10,ntp 192.168.24.10 enable,A
NETWORK ADMINISTRATION USING CISCO 2023,"When an Ethernet header is added to a data object, what is the object now referred to as?",Frame,Packet,Segment,Bits,B
NETWORK ADMINISTRATION USING CISCO 2023,"When the Ethernet layer is removed and addressing for an IPv4 environment is left, what is the data object referred to as?",Packet,Segment,Frame,Bits,C
NETWORK ADMINISTRATION USING CISCO 2023,What ensures that both participants of a VPN connection are communicating with the correct encryption methods and keys?,Authentication,Key Exchange,IOS Version,IPv6 Header,B
NETWORK ADMINISTRATION USING CISCO 2023,What is a common security appliance that can be installed into the network?,IPS,Frame-Relay,IOS,Nexus,D
